0,1,2,3,4
IQ:32,264,1,-15,-82
IQ:33,272,255,30,-30
IQ:34,280,2,297,-118
IQ:35,288,255,-2,-169
IQ:0,0,11,198,0
IQ:1,8,11,-22,-203
IQ:2,16,11,-206,40
IQ:3,24,11,64,188
IQ:4,32,11,176,-82
IQ:5,40,11,-106,-166
IQ:6,48,11,-162,119
IQ:7,56,11,124,147
IQ:8,72,12,-266,-4
IQ:9,80,255,-6,114
IQ:10,88,1,68,-237
IQ:11,96,255,-156,-84
IQ:12,104,2,86,92
IQ:13,112,255,144,-9
IQ:14,120,10,95,-16
IQ:15,128,255,18,-33
IQ:16,136,3,161,1
IQ:17,144,255,139,-81
IQ:18,152,9,176,-78
IQ:19,160,255,13,-105
IQ:20,168,4,100,10
IQ:21,176,255,78,-90
IQ:22,184,8,73,-25
IQ:23,192,255,-28,33
IQ:24,200,7,59,260
IQ:25,208,255,195,-10
IQ:26,216,6,-65,-58
IQ:27,224,255,-7,-11
IQ:28,232,5,51,-210
IQ:29,240,255,-120,-220
IQ:30,248,12,-117,-246
IQ:31,256,255,-107,32
IQ:32,264,1,233,-32
IQ:33,272,255,20,-186
IQ:34,280,2,-63,115
IQ:35,288,255,48,158
IQ:0,0,11,114,-144
IQ:1,8,11,-136,-88
IQ:2,16,11,-72,168
IQ:3,24,11,170,85
IQ:4,32,11,61,-175
IQ:5,40,11,-168,-36
IQ:6,48,11,-12,172
IQ:7,56,11,184,5
IQ:8,72,12,-117,154
IQ:9,80,255,63,152
IQ:10,88,1,0,-32
IQ:11,96,255,-25,-49
IQ:12,104,2,30,-72
IQ:13,112,255,19,-13
IQ:14,120,10,118,-56
IQ:15,128,255,-23,-144
IQ:16,136,3,-83,-133
IQ:17,144,255,-10,13
IQ:18,152,9,145,-141
IQ:19,160,255,-74,-199
IQ:20,168,4,-130,-63
IQ:21,176,255,-10,39
IQ:22,184,8,76,-177
IQ:23,192,255,-74,-80
IQ:24,200,7,184,65
IQ:25,208,255,158,-129
IQ:26,216,6,2,-96
IQ:27,224,255,-113,-52
IQ:28,232,5,-113,-18
IQ:29,240,255,-60,22
IQ:30,248,12,-201,-70
IQ:31,256,255,-119,108
IQ:32,264,1,13,-14
IQ:33,272,255,20,-47
IQ:34,280,2,82,-4
IQ:35,288,255,31,5
IQ:0,0,11,-4,-180
IQ:1,8,11,-175,24
IQ:2,16,11,47,179
IQ:3,24,11,178,-57
IQ:4,32,11,-66,-168
IQ:5,40,11,-168,88
IQ:6,48,11,95,154
IQ:7,56,11,141,-111
IQ:8,72,12,5,203
IQ:9,80,255,148,81
IQ:10,88,1,-18,-15
IQ:11,96,255,-48,-22
IQ:12,104,2,-33,-61
IQ:13,112,255,-1,-27
IQ:14,120,10,66,-127
IQ:15,128,255,-125,-84
IQ:16,136,3,-140,-39
IQ:17,144,255,8,19
IQ:18,152,9,10,-207
IQ:19,160,255,-183,-89
IQ:20,168,4,-147,39
IQ:21,176,255,22,35
IQ:22,184,8,-26,-191
IQ:23,192,255,-116,-15
IQ:24,200,7,191,-68
IQ:25,208,255,13,-203
IQ:26,216,6,-61,-65
IQ:27,224,255,-108,27
IQ:28,232,5,-105,69
IQ:29,240,255,-49,54
IQ:30,248,12,-191,78
IQ:31,256,255,-9,154
IQ:32,264,1,10,-23
IQ:33,272,255,-11,-48
IQ:34,280,2,48,-62
IQ:35,288,255,43,-17
IQ:0,0,11,159,124
IQ:1,8,11,102,-164
IQ:2,16,11,-163,-87
IQ:3,24,11,-67,178
IQ:4,32,11,181,41
IQ:5,40,11,29,-180
IQ:6,48,11,-199,-16
IQ:7,56,11,10,188
IQ:8,72,12,-97,-42
IQ:9,80,255,-82,27
IQ:10,88,1,-15,-90
IQ:11,96,255,43,-24
IQ:12,104,2,295,-138
IQ:13,112,255,5,-170
IQ:14,120,10,89,177
IQ:15,128,255,243,-41
IQ:16,136,3,237,-267
IQ:17,144,255,-67,-174
IQ:18,152,9,154,21
IQ:19,160,255,147,-134
IQ:20,168,4,136,-210
IQ:21,176,255,-49,-91
IQ:22,184,8,196,25
IQ:23,192,255,90,-117
IQ:24,200,7,30,63
IQ:25,208,255,97,38
IQ:26,216,6,94,6
IQ:27,224,255,59,-148
IQ:28,232,5,-37,-230
IQ:29,240,255,-131,-73
IQ:30,248,12,10,-115
IQ:31,256,255,-42,-63
IQ:32,264,1,68,-45
IQ:33,272,255,44,25
IQ:34,280,2,244,201
IQ:35,288,255,160,-79
IQ:0,0,11,-173,-28
IQ:1,8,11,-12,159
IQ:2,16,11,160,-11
